Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG,npxG,xA,xG/90,xA/90,xG+xA/90,npxG/90,npxG+xA/90,Matches,League
18,Christopher Antwi-Adjei,gh GHA,"MF,FW",Paderborn 07,25,1994,24,18,1647.0,1.0,2.0,0.0,0.0,2.0,0.0,0.05,0.11,0.16,0.05,0.16,3.4,3.4,2.6,0.19,0.14,0.33,0.19,0.33,Matches,bundesliga
19,Charles ArÃ¡nguiz,cl CHI,MF,Leverkusen,30,1989,16,14,1326.0,1.0,3.0,0.0,0.0,1.0,0.0,0.07,0.2,0.27,0.07,0.27,1.0,1.0,1.5,0.07,0.1,0.17,0.07,0.17,Matches,bundesliga
20,Maximilian Arnold,de GER,MF,Wolfsburg,25,1994,22,21,1868.0,3.0,4.0,0.0,0.0,5.0,0.0,0.14,0.19,0.34,0.14,0.34,1.6,1.6,4.9,0.08,0.24,0.31,0.08,0.31,Matches,bundesliga
21,Santiago AscacÃ­bar,ar ARG,MF,Hertha BSC,22,1997,6,6,540.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.17,0.17,0.0,0.17,0.0,0.0,0.2,0.0,0.03,0.03,0.0,0.03,Matches,bundesliga
22,Ludwig Augustinsson,se SWE,DF,Werder Bremen,25,1994,7,7,607.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15,0.1,0.1,0.6,0.02,0.09,0.11,0.02,0.11,Matches,bundesliga
23,Taiwo Awoniyi,ng NGA,"FW,MF",Mainz 05,21,1997,6,1,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.1,0.4,0.08,0.49,0.4,0.49,Matches,bundesliga
24,Kaan Ayhan,tr TUR,DF,DÃ¼sseldorf,24,1994,23,23,2013.0,2.0,3.0,0.0,0.0,9.0,0.0,0.09,0.13,0.22,0.09,0.22,2.1,2.1,2.2,0.09,0.1,0.19,0.09,0.19,Matches,bundesliga
25,Matthias Bader,de GER,DF,KÃ¶ln,22,1997,1,0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,bundesliga
26,Daniel Baier,de GER,MF,Augsburg,35,1984,18,18,1588.0,1.0,0.0,0.0,0.0,5.0,0.0,0.06,0.0,0.06,0.06,0.06,0.5,0.5,0.4,0.03,0.02,0.05,0.03,0.05,Matches,bundesliga
27,Leon Bailey,jm JAM,"FW,MF",Leverkusen,21,1997,12,6,590.0,4.0,1.0,0.0,0.0,0.0,2.0,0.61,0.15,0.76,0.61,0.76,2.8,2.8,1.6,0.43,0.24,0.67,0.43,0.67,Matches,bundesliga
28,Lewis Baker,eng ENG,MF,DÃ¼sseldorf,24,1995,8,7,548.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.3,0.08,0.05,0.13,0.08,0.13,Matches,bundesliga
29,Ridle Baku,de GER,"MF,DF",Mainz 05,21,1998,21,18,1584.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.9,0.03,0.11,0.13,0.03,0.13,Matches,bundesliga
30,Leonardo Balerdi,ar ARG,DF,Dortmund,20,1999,1,0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,bundesliga
31,Philipp Bargfrede,de GER,MF,Werder Bremen,30,1989,9,4,356.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.02,0.01,0.03,0.02,0.03,Matches,bundesliga
32,Aymen Barkok,de GER,"FW,MF",DÃ¼sseldorf,21,1998,3,1,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,bundesliga
33,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,19,2000,9,6,466.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.19,0.19,0.0,0.19,0.4,0.4,0.1,0.07,0.02,0.09,0.07,0.09,Matches,bundesliga
34,Fin Bartels,de GER,"FW,MF",Werder Bremen,32,1987,6,0,114.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.21,0.13,0.34,0.21,0.34,Matches,bundesliga
35,Oliver Baumann,de GER,GK,Hoffenheim,29,1990,20,20,1800.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,bundesliga
36,Julian Baumgartlinger,at AUT,MF,Leverkusen,31,1988,17,14,1216.0,1.0,1.0,0.0,0.0,2.0,0.0,0.07,0.07,0.15,0.07,0.15,1.1,1.1,0.9,0.08,0.07,0.15,0.08,0.15,Matches,bundesliga
37,Christoph Baumgartner,at AUT,"FW,MF",Hoffenheim,19,1999,16,10,880.0,3.0,1.0,0.0,0.0,2.0,0.0,0.31,0.1,0.41,0.31,0.41,4.4,4.4,1.3,0.45,0.14,0.59,0.45,0.59,Matches,bundesliga
38,Noah Joel Sarenren Bazee,ng NGA,MF,Augsburg,22,1996,2,0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,bundesliga
39,Ihlas Bebou,tg TOG,"FW,MF",Hoffenheim,25,1994,22,15,1527.0,3.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18,2.4,2.4,2.5,0.14,0.15,0.28,0.14,0.28,Matches,bundesliga
40,Sheraldo Becker,nl NED,"MF,FW",Union Berlin,24,1995,11,5,504.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.36,0.36,0.0,0.36,0.2,0.2,0.8,0.04,0.15,0.19,0.04,0.19,Matches,bundesliga
41,Timo Becker,de GER,DF,Schalke 04,22,1997,3,1,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,bundesliga
42,Maximilian Beier,de GER,"MF,DF",Hoffenheim,16,2002,2,0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,bundesliga
43,Ishak Belfodil,dz ALG,"FW,MF",Hoffenheim,27,1992,5,3,269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.2,0.42,0.08,0.5,0.42,0.50,Matches,bundesliga
44,Karim Bellarabi,de GER,"FW,DF",Leverkusen,29,1990,20,13,1147.0,3.0,3.0,0.0,0.0,1.0,0.0,0.24,0.24,0.47,0.24,0.47,4.8,4.8,2.8,0.38,0.22,0.6,0.38,0.60,Matches,bundesliga
45,Lars Bender,de GER,"DF,MF",Leverkusen,30,1989,17,15,1327.0,2.0,1.0,0.0,0.0,3.0,0.0,0.14,0.07,0.2,0.14,0.2,0.8,0.8,1.1,0.06,0.07,0.13,0.06,0.13,Matches,bundesliga
46,Sven Bender,de GER,DF,Leverkusen,30,1989,23,23,1987.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.05,0.05,0.0,0.05,0.7,0.7,0.1,0.03,0.0,0.04,0.03,0.04,Matches,bundesliga
47,LÃ¡szlÃ³ BÃ©nes,sk SVK,MF,M'gladbach,21,1997,13,10,818.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.44,0.44,0.0,0.44,1.0,1.0,2.3,0.11,0.25,0.36,0.11,0.36,Matches,bundesliga
48,Ramy Bensebaini,dz ALG,DF,M'gladbach,24,1995,9,8,726.0,4.0,0.0,1.0,1.0,4.0,1.0,0.5,0.0,0.5,0.37,0.37,2.1,1.3,0.4,0.26,0.05,0.31,0.17,0.21,Matches,bundesliga
49,Valon Berisha,xk KVX,MF,DÃ¼sseldorf,26,1993,5,5,386.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.3,0.1,0.06,0.16,0.1,0.16,Matches,bundesliga
50,Louis Beyer,de GER,DF,M'gladbach,19,2000,3,0,109.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,bundesliga
51,Ermin BiÄakÄiÄ,ba BIH,DF,Hoffenheim,29,1990,14,9,759.0,2.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.24,0.24,0.24,0.4,0.4,0.4,0.04,0.04,0.08,0.04,0.08,Matches,bundesliga
52,Leonardo Bittencourt,de GER,FW,Hoffenheim,25,1993,1,0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,0.0,1.72,1.72,1.72,Matches,bundesliga
53,Leonardo Bittencourt,de GER,"FW,MF",Werder Bremen,25,1993,18,17,1488.0,2.0,0.0,0.0,0.0,5.0,0.0,0.12,0.0,0.12,0.12,0.12,2.3,2.3,2.4,0.14,0.15,0.29,0.14,0.29,Matches,bundesliga
54,JÃ©rÃ´me Boateng,de GER,DF,Bayern Munich,30,1988,15,14,1012.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.02,0.02,0.05,0.02,0.05,Matches,bundesliga
55,Adam Bodzek,de GER,MF,DÃ¼sseldorf,33,1985,19,16,1482.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.2,0.04,0.01,0.05,0.04,0.05,Matches,bundesliga
56,Jean-Paul BoÃ«tius,nl NED,MF,Mainz 05,25,1994,21,20,1787.0,3.0,5.0,0.0,0.0,2.0,0.0,0.15,0.25,0.4,0.15,0.4,2.0,2.0,3.2,0.1,0.16,0.26,0.1,0.26,Matches,bundesliga
57,Robin Bormuth,de GER,DF,DÃ¼sseldorf,23,1995,3,2,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,bundesliga
58,Sebastiaan Bornauw,be BEL,DF,KÃ¶ln,20,1999,21,21,1883.0,5.0,0.0,0.0,0.0,5.0,0.0,0.24,0.0,0.24,0.24,0.24,2.6,2.6,0.3,0.13,0.01,0.14,0.13,0.14,Matches,bundesliga
59,Brandon Borrello,au AUS,"MF,FW",Freiburg,24,1995,7,4,299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.06,0.08,0.14,0.06,0.14,Matches,bundesliga
60,Nassim Boujellab,de GER,"MF,DF",Schalke 04,20,1999,5,1,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,0.0,0.2,0.2,0.20,Matches,bundesliga
61,Dedryck Boyata,be BEL,DF,Hertha BSC,28,1990,20,20,1764.0,3.0,1.0,0.0,0.0,6.0,0.0,0.15,0.05,0.2,0.15,0.2,1.6,1.6,0.8,0.08,0.04,0.12,0.08,0.12,Matches,bundesliga
62,Julian Brandt,de GER,"MF,FW",Dortmund,23,1996,23,15,1434.0,3.0,2.0,0.0,0.0,0.0,0.0,0.19,0.13,0.31,0.19,0.31,3.4,3.4,3.2,0.21,0.2,0.42,0.21,0.42,Matches,bundesliga
63,Erling Braut HÃ¥land,no NOR,FW,Dortmund,19,2000,7,4,422.0,9.0,0.0,0.0,0.0,0.0,0.0,1.92,0.0,1.92,1.92,1.92,4.7,4.7,0.3,0.99,0.06,1.05,0.99,1.05,Matches,bundesliga
64,Josip Brekalo,hr CRO,"FW,MF",Wolfsburg,21,1998,19,10,942.0,3.0,4.0,0.0,0.0,0.0,0.0,0.29,0.38,0.67,0.29,0.67,2.0,2.0,3.8,0.19,0.36,0.56,0.19,0.56,Matches,bundesliga
65,John Brooks,us USA,DF,Wolfsburg,26,1993,14,14,1260.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.07,0.07,0.0,0.07,0.9,0.9,0.1,0.06,0.01,0.07,0.06,0.07,Matches,bundesliga
66,Daniel Brosinski,de GER,DF,Mainz 05,31,1988,20,13,1339.0,2.0,3.0,1.0,1.0,3.0,0.0,0.13,0.2,0.34,0.07,0.27,1.5,0.8,2.9,0.1,0.2,0.3,0.05,0.25,Matches,bundesliga
67,Jeffrey Bruma,nl NED,DF,Mainz 05,27,1991,4,4,360.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.09,0.0,0.09,0.09,0.09,Matches,bundesliga
68,Jeffrey Bruma,nl NED,DF,Wolfsburg,27,1991,9,9,810.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.0,0.14,0.0,0.14,0.14,0.14,Matches,bundesliga
69,Jacob Bruun Larsen,dk DEN,"MF,FW",Hoffenheim,20,1998,4,2,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.11,0.1,0.21,0.11,0.21,Matches,bundesliga
70,Jacob Bruun Larsen,dk DEN,FW,Dortmund,20,1998,4,0,65.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.38,1.38,0.0,1.38,0.0,0.0,0.3,0.0,0.4,0.4,0.0,0.40,Matches,bundesliga
71,Marius BÃ¼lter,de GER,"FW,MF",Union Berlin,26,1993,22,18,1564.0,7.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.4,0.4,2.7,2.7,2.6,0.15,0.15,0.3,0.15,0.30,Matches,bundesliga
72,Guido Burgstaller,at AUT,FW,Schalke 04,30,1989,17,11,1012.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.09,0.09,0.0,0.09,4.3,4.3,0.6,0.4,0.06,0.45,0.4,0.45,Matches,bundesliga
73,Jonathan Burkardt,de GER,"FW,DF",Mainz 05,19,2000,5,1,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.56,0.0,0.56,0.56,0.56,Matches,bundesliga
74,Roman BÃ¼rki,ch SUI,GK,Dortmund,28,1990,21,21,1871.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,bundesliga
75,Daniel Caligiuri,it ITA,"MF,FW",Schalke 04,31,1988,20,18,1626.0,1.0,1.0,0.0,0.0,4.0,0.0,0.06,0.06,0.11,0.06,0.11,1.4,1.4,3.3,0.08,0.18,0.26,0.08,0.26,Matches,bundesliga
76,Emre Can,de GER,MF,Dortmund,25,1994,4,4,331.0,1.0,0.0,0.0,0.0,1.0,0.0,0.27,0.0,0.27,0.27,0.27,0.1,0.1,0.1,0.04,0.02,0.06,0.04,0.06,Matches,bundesliga
77,Koen Casteels,be BEL,GK,Wolfsburg,27,1992,15,15,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,bundesliga
78,Timothy Chandler,us USA,"DF,MF",Eint Frankfurt,29,1990,14,10,935.0,4.0,1.0,0.0,0.0,3.0,0.0,0.39,0.1,0.48,0.39,0.48,1.3,1.3,1.0,0.12,0.1,0.22,0.12,0.22,Matches,bundesliga
79,Kwon Chang-hoon,kr KOR,"MF,FW",Freiburg,25,1994,15,6,525.0,2.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.34,0.34,0.34,1.7,1.7,0.7,0.29,0.12,0.41,0.29,0.41,Matches,bundesliga
80,Darko Churlinov,mk MKD,FW,KÃ¶ln,19,2000,1,0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,Matches,bundesliga
81,Per Ciljan Skjelbred,no NOR,MF,Hertha BSC,32,1987,17,15,1204.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.01,0.01,0.0,0.01,Matches,bundesliga
82,Jamilu Collins,ng NGA,DF,Paderborn 07,24,1994,20,20,1768.0,1.0,2.0,0.0,1.0,8.0,1.0,0.05,0.1,0.15,0.05,0.15,1.7,0.9,1.0,0.08,0.05,0.14,0.05,0.10,Matches,bundesliga
83,Kingsley Coman,fr FRA,"FW,MF",Bayern Munich,23,1996,15,11,996.0,2.0,1.0,0.0,0.0,1.0,0.0,0.18,0.09,0.27,0.18,0.27,2.4,2.4,2.9,0.22,0.26,0.48,0.22,0.48,Matches,bundesliga
84,Jhon CÃ³rdoba,co COL,FW,KÃ¶ln,26,1993,20,14,1306.0,10.0,1.0,0.0,0.0,5.0,0.0,0.69,0.07,0.76,0.69,0.76,6.8,6.8,1.1,0.5,0.08,0.58,0.5,0.58,Matches,bundesliga
85,Sergio CÃ³rdova,ve VEN,FW,Augsburg,21,1997,11,3,262.0,1.0,1.0,0.0,0.0,0.0,0.0,0.34,0.34,0.69,0.34,0.69,0.6,0.6,0.8,0.2,0.27,0.47,0.2,0.47,Matches,bundesliga
86,Danny da Costa,de GER,"DF,MF",Eint Frankfurt,26,1993,14,11,1027.0,1.0,3.0,0.0,0.0,0.0,0.0,0.09,0.26,0.35,0.09,0.35,1.2,1.2,2.4,0.11,0.21,0.32,0.11,0.32,Matches,bundesliga
87,Philippe Coutinho,br BRA,"MF,FW",Bayern Munich,27,1992,21,14,1300.0,8.0,6.0,1.0,1.0,0.0,0.0,0.55,0.42,0.97,0.48,0.9,7.8,7.1,3.6,0.54,0.25,0.79,0.49,0.74,Matches,bundesliga
88,MickaÃ«l Cuisance,fr FRA,MF,Bayern Munich,19,1999,3,0,37.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches,bundesliga
89,Matheus Cunha,br BRA,"FW,MF",RB Leipzig,20,1999,10,2,273.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.33,2.1,2.1,0.3,0.69,0.09,0.78,0.69,0.78,Matches,bundesliga
90,Matheus Cunha,br BRA,FW,Hertha BSC,20,1999,3,3,218.0,2.0,0.0,0.0,0.0,2.0,0.0,0.83,0.0,0.83,0.83,0.83,1.3,1.3,0.1,0.53,0.06,0.59,0.53,0.59,Matches,bundesliga
91,Rafael Czichos,de GER,DF,KÃ¶ln,29,1990,20,20,1703.0,1.0,1.0,0.0,0.0,3.0,1.0,0.05,0.05,0.11,0.05,0.11,1.1,1.1,0.4,0.06,0.02,0.08,0.06,0.08,Matches,bundesliga
92,Moanes Dabour,il ISR,"FW,MF",Hoffenheim,27,1992,6,4,297.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.3,0.33,0.09,0.42,0.33,0.42,Matches,bundesliga
93,Mahmoud Dahoud,de GER,MF,Dortmund,23,1996,9,3,295.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.31,0.31,0.0,0.31,1.1,1.1,0.4,0.32,0.11,0.43,0.32,0.43,Matches,bundesliga
94,Leon Dajaku,de GER,DF,Bayern Munich,18,2001,2,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,bundesliga
95,VladimÃ­r Darida,cz CZE,MF,Hertha BSC,28,1990,19,16,1505.0,3.0,3.0,0.0,0.0,6.0,1.0,0.18,0.18,0.36,0.18,0.36,2.3,2.3,2.8,0.14,0.17,0.31,0.14,0.31,Matches,bundesliga
96,Alphonso Davies,ca CAN,DF,Bayern Munich,18,2000,20,16,1502.0,1.0,4.0,0.0,0.0,0.0,0.0,0.06,0.24,0.3,0.06,0.3,1.2,1.2,2.2,0.07,0.13,0.21,0.07,0.21,Matches,bundesliga
97,Thomas Delaney,dk DEN,MF,Dortmund,27,1991,6,6,479.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.1,0.0,0.1,0.1,0.10,Matches,bundesliga
98,Kerem Demirbay,de GER,MF,Leverkusen,26,1993,16,12,1027.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.26,0.26,0.0,0.26,1.1,1.1,2.7,0.1,0.23,0.33,0.1,0.33,Matches,bundesliga
99,Diego Demme,de GER,MF,RB Leipzig,27,1991,17,14,1212.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.0,0.03,0.07,0.1,0.03,0.10,Matches,bundesliga
100,Moussa Diaby,fr FRA,"FW,MF",Leverkusen,20,1999,17,10,1025.0,4.0,2.0,0.0,0.0,0.0,0.0,0.35,0.18,0.53,0.35,0.53,3.5,3.5,2.4,0.31,0.21,0.52,0.31,0.52,Matches,bundesliga
101,JavairÃ´ Dilrosun,nl NED,"MF,FW",Hertha BSC,21,1998,18,14,1157.0,3.0,2.0,0.0,0.0,2.0,0.0,0.23,0.16,0.39,0.23,0.39,1.6,1.6,1.5,0.12,0.12,0.24,0.12,0.24,Matches,bundesliga
102,Bas Dost,nl NED,FW,Eint Frankfurt,30,1989,14,10,975.0,5.0,0.0,0.0,0.0,1.0,0.0,0.46,0.0,0.46,0.46,0.46,3.9,3.9,0.8,0.36,0.07,0.43,0.36,0.43,Matches,bundesliga
103,Mohamed DrÃ¤ger,tn TUN,DF,Paderborn 07,23,1996,12,11,947.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.29,0.29,0.0,0.29,0.2,0.2,0.6,0.02,0.06,0.08,0.02,0.08,Matches,bundesliga
104,Aleksandar DragoviÄ,at AUT,DF,Leverkusen,28,1991,9,5,542.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.08,0.0,0.08,0.08,0.08,Matches,bundesliga
105,Dominick Drexler,de GER,"MF,FW",KÃ¶ln,29,1990,17,14,1162.0,2.0,1.0,0.0,0.0,4.0,0.0,0.15,0.08,0.23,0.15,0.23,1.9,1.9,2.5,0.15,0.2,0.35,0.15,0.35,Matches,bundesliga
106,Ondrej Duda,sk SVK,"MF,FW",Hertha BSC,24,1994,7,6,451.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.2,0.2,0.0,0.2,0.5,0.5,0.4,0.11,0.09,0.19,0.11,0.19,Matches,bundesliga
107,Erik Durm,de GER,DF,Eint Frankfurt,27,1992,8,6,498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.1,0.11,0.02,0.13,0.11,0.13,Matches,bundesliga
108,Johannes Eggestein,de GER,"MF,FW",Werder Bremen,21,1998,13,4,466.0,1.0,0.0,0.0,0.0,3.0,1.0,0.19,0.0,0.19,0.19,0.19,0.9,0.9,0.5,0.18,0.1,0.28,0.18,0.28,Matches,bundesliga
109,Maximilian Eggestein,de GER,"MF,DF",Werder Bremen,22,1996,21,21,1866.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,2.0,1.7,0.1,0.08,0.18,0.1,0.18,Matches,bundesliga
110,Kingsley Ehizibue,nl NED,DF,KÃ¶ln,24,1995,21,20,1638.0,1.0,1.0,0.0,0.0,5.0,1.0,0.05,0.05,0.11,0.05,0.11,0.8,0.8,0.8,0.05,0.05,0.09,0.05,0.09,Matches,bundesliga
111,Nico Elvedi,ch SUI,DF,M'gladbach,22,1996,22,20,1773.0,1.0,0.0,0.0,0.0,3.0,0.0,0.05,0.0,0.05,0.05,0.05,0.6,0.6,0.0,0.03,0.0,0.03,0.03,0.03,Matches,bundesliga
112,Breel Embolo,ch SUI,"FW,MF",M'gladbach,22,1997,20,11,1035.0,6.0,3.0,0.0,1.0,4.0,0.0,0.52,0.26,0.78,0.52,0.78,4.8,4.0,3.4,0.42,0.29,0.71,0.35,0.64,Matches,bundesliga
113,Alexander Esswein,de GER,"FW,MF",Hertha BSC,29,1990,2,0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,1.22,1.22,0.0,1.22,Matches,bundesliga
114,Simon Falette,gn GUI,DF,Eint Frankfurt,27,1992,1,1,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,bundesliga
115,Ohis Felix Uduokhai,de GER,DF,Augsburg,21,1997,17,14,1296.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.01,0.02,0.04,0.01,0.04,Matches,bundesliga
116,Edimilson Fernandes,ch SUI,"MF,DF",Mainz 05,23,1996,16,15,1195.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.04,0.04,0.08,0.04,0.08,Matches,bundesliga
117,Gelson Fernandes,ch SUI,MF,Eint Frankfurt,32,1986,9,9,674.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,bundesliga
118,Oliver Fink,de GER,"MF,FW",DÃ¼sseldorf,37,1982,13,8,665.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.14,0.14,0.0,0.14,0.8,0.8,0.3,0.1,0.04,0.14,0.1,0.14,Matches,bundesliga
119,AlfreÃ° Finnbogason,is ISL,FW,Augsburg,30,1989,15,8,767.0,3.0,1.0,1.0,1.0,1.0,0.0,0.35,0.12,0.47,0.23,0.35,4.5,3.7,1.6,0.52,0.19,0.71,0.44,0.62,Matches,bundesliga
120,Mark Flekken,nl NED,GK,Freiburg,26,1993,9,9,810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,bundesliga
121,Emil Forsberg,se SWE,MF,RB Leipzig,27,1991,16,10,793.0,5.0,2.0,2.0,2.0,0.0,0.0,0.57,0.23,0.79,0.34,0.57,3.2,1.7,2.2,0.36,0.25,0.61,0.19,0.44,Matches,bundesliga
122,Raphael Framberger,de GER,DF,Augsburg,23,1995,9,5,540.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.17,0.17,0.0,0.17,0.2,0.2,0.3,0.03,0.05,0.08,0.03,0.08,Matches,bundesliga
123,Mike Frantz,de GER,"MF,DF",Freiburg,32,1986,11,3,257.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.35,0.35,0.0,0.35,0.2,0.2,0.6,0.08,0.23,0.31,0.08,0.31,Matches,bundesliga
124,Marco Friedl,at AUT,DF,Werder Bremen,21,1998,17,16,1457.0,1.0,1.0,0.0,0.0,6.0,0.0,0.06,0.06,0.12,0.06,0.12,1.0,1.0,0.7,0.06,0.04,0.11,0.06,0.11,Matches,bundesliga
