Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG,npxG,xA,xG/90,xA/90,xG+xA/90,npxG/90,npxG+xA/90,Matches,League
357,Florent Mollet,fr FRA,MF,Montpellier,27,1991,24,18,1597.0,6.0,3.0,0.0,0.0,5.0,0.0,0.34,0.17,0.51,0.34,0.51,2.7,2.7,3.9,0.15,0.22,0.37,0.15,0.37,Matches,ligueOne
358,Thomas Monconduit,fr FRA,MF,Amiens,28,1991,18,14,1298.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.7,0.03,0.05,0.08,0.03,0.08,Matches,ligueOne
359,Steven Moreira,fr FRA,DF,Toulouse,24,1994,17,16,1388.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.4,0.02,0.09,0.1,0.02,0.10,Matches,ligueOne
360,JÃ©rÃ©my Morel,mg MAD,DF,Rennes,35,1984,21,20,1806.0,1.0,0.0,0.0,0.0,2.0,0.0,0.05,0.0,0.05,0.05,0.05,1.0,1.0,0.3,0.05,0.02,0.07,0.05,0.07,Matches,ligueOne
361,Lebo Mothiba,za RSA,FW,Strasbourg,23,1996,21,12,1045.0,3.0,3.0,0.0,0.0,0.0,0.0,0.26,0.26,0.52,0.26,0.52,5.4,5.4,1.4,0.46,0.12,0.58,0.46,0.58,Matches,ligueOne
362,Harold Moukoudi,cm CMR,DF,Saint-Ãtienne,21,1997,11,11,990.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.02,0.0,0.02,0.02,0.02,Matches,ligueOne
363,Jessy Moulin,fr FRA,GK,Saint-Ãtienne,33,1986,3,3,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,ligueOne
364,Wesley Moustache,fr FRA,DF,Nantes,20,1999,1,1,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,ligueOne
365,Samuel Moutoussamy,cd COD,"DF,FW",Nantes,22,1996,18,3,509.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.6,0.08,0.11,0.19,0.08,0.19,Matches,ligueOne
366,BenoÃ®t Mukinayi,fr FRA,DF,Monaco,18,2001,16,16,1413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.2,0.04,0.01,0.06,0.04,0.06,Matches,ligueOne
367,Marshall Munetsi,zw ZIM,MF,Reims,23,1996,16,8,820.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.22,0.22,0.0,0.22,0.2,0.2,0.5,0.02,0.05,0.07,0.02,0.07,Matches,ligueOne
368,KÃ©vin N'Doram,fr FRA,MF,Metz,23,1996,19,18,1556.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.01,0.02,0.04,0.01,0.04,Matches,ligueOne
369,Abdallah N'dour,sn SEN,DF,Strasbourg,25,1993,6,4,372.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.07,0.07,0.0,0.07,Matches,ligueOne
370,Ferris N'Goma,fr FRA,"FW,MF",Brest,26,1993,4,0,21.0,1.0,0.0,1.0,1.0,1.0,0.0,4.29,0.0,4.29,0.0,0.0,0.8,0.0,0.0,3.36,0.0,3.36,0.11,0.11,Matches,ligueOne
371,Nathan N'Goumou,fr FRA,"FW,MF",Toulouse,19,2000,1,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,ligueOne
372,Stanley N'Soki,fr FRA,DF,Nice,20,1999,16,14,1268.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.07,0.07,0.0,0.07,0.4,0.4,0.9,0.03,0.06,0.09,0.03,0.09,Matches,ligueOne
373,Keylor Navas,cr CRC,GK,Paris S-G,32,1986,21,21,1890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,ligueOne
374,Papa Ndiaga Yade,sn SEN,FW,Metz,19,2000,2,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,ligueOne
375,Neymar,br BRA,"MF,FW",Paris S-G,27,1992,15,15,1321.0,13.0,6.0,4.0,5.0,4.0,1.0,0.89,0.41,1.29,0.61,1.02,13.0,9.2,6.0,0.88,0.41,1.29,0.62,1.03,Matches,ligueOne
376,Muzinga Ngonda,cd COD,DF,Dijon,25,1993,6,6,540.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.01,0.01,0.0,0.01,Matches,ligueOne
377,Ahmad Ngouyamsa,cm CMR,DF,Dijon,18,2000,1,0,54.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,Matches,ligueOne
378,Opa Nguette,sn SEN,FW,Metz,25,1994,25,22,1767.0,4.0,2.0,0.0,0.0,1.0,0.0,0.2,0.1,0.31,0.2,0.31,3.0,3.0,1.5,0.15,0.08,0.23,0.15,0.23,Matches,ligueOne
379,Ibrahima Niane,sn SEN,FW,Metz,20,1999,20,8,855.0,3.0,0.0,1.0,1.0,0.0,0.0,0.32,0.0,0.32,0.21,0.21,2.5,1.8,0.3,0.27,0.04,0.3,0.19,0.22,Matches,ligueOne
380,M'Baye Niang,sn SEN,FW,Rennes,24,1994,26,24,2133.0,10.0,0.0,0.0,2.0,2.0,0.0,0.42,0.0,0.42,0.42,0.42,9.5,7.9,0.7,0.4,0.03,0.43,0.34,0.36,Matches,ligueOne
381,Cheikh Niasse,sn SEN,MF,Lille,19,2000,1,0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,ligueOne
382,Casimir Ninga,td CHA,"MF,FW",Angers,26,1993,16,6,677.0,3.0,1.0,0.0,0.0,2.0,1.0,0.4,0.13,0.53,0.4,0.53,3.1,3.1,1.1,0.41,0.14,0.56,0.41,0.56,Matches,ligueOne
383,TimothÃ©e Nkada,fr FRA,"FW,MF",Reims,20,1999,7,0,139.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.06,0.16,0.22,0.06,0.22,Matches,ligueOne
384,Arnaud Nordin,fr FRA,FW,Saint-Ãtienne,21,1998,17,9,876.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.0,0.1,0.1,0.1,1.2,1.2,0.9,0.12,0.09,0.21,0.12,0.21,Matches,ligueOne
385,Gerzino Nyamsi,fr FRA,DF,Rennes,22,1997,4,0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,ligueOne
386,Steven Nzonzi,fr FRA,MF,Rennes,30,1988,4,3,295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.03,0.02,0.05,0.03,0.05,Matches,ligueOne
387,Jean Onana,cm CMR,MF,Lille,19,2000,1,1,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.11,0.13,0.02,0.13,Matches,ligueOne
388,Henry Onyekuru,ng NGA,"FW,MF",Monaco,22,1997,4,2,160.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.56,0.56,0.0,0.56,0.3,0.3,0.2,0.14,0.13,0.28,0.14,0.28,Matches,ligueOne
389,Nicholas Opoku,gh GHA,DF,Amiens,21,1997,6,6,540.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,Matches,ligueOne
390,Victor Osimhen,ng NGA,FW,Lille,20,1998,25,23,2109.0,13.0,4.0,2.0,3.0,4.0,0.0,0.55,0.17,0.73,0.47,0.64,14.2,11.9,2.5,0.61,0.1,0.71,0.51,0.61,Matches,ligueOne
391,OtÃ¡vio,br BRA,MF,Bordeaux,25,1994,23,23,2033.0,2.0,3.0,0.0,0.0,6.0,0.0,0.09,0.13,0.22,0.09,0.22,1.1,1.1,0.6,0.05,0.02,0.07,0.05,0.07,Matches,ligueOne
392,Abou Ouattara,bf BFA,MF,Lille,19,1999,1,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,ligueOne
393,Remi Oudin,fr FRA,"FW,MF",Reims,22,1996,18,16,1403.0,3.0,2.0,0.0,0.0,1.0,0.0,0.19,0.13,0.32,0.19,0.32,3.7,3.7,2.1,0.24,0.13,0.37,0.24,0.37,Matches,ligueOne
394,Remi Oudin,fr FRA,"FW,MF",Bordeaux,22,1996,6,4,446.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.2,0.4,1.4,1.4,0.9,0.28,0.18,0.46,0.28,0.46,Matches,ligueOne
395,Alexandre Oukidja,dz ALG,GK,Metz,31,1988,26,26,2295.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.01,0.01,0.0,0.01,Matches,ligueOne
396,Adam Ounas,dz ALG,"MF,FW",Nice,22,1996,14,12,964.0,1.0,3.0,0.0,0.0,2.0,1.0,0.09,0.28,0.37,0.09,0.37,1.6,1.6,2.2,0.15,0.2,0.35,0.15,0.35,Matches,ligueOne
397,Ambroise Oyongo,cm CMR,DF,Montpellier,28,1991,21,21,1825.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.9,0.02,0.04,0.06,0.02,0.06,Matches,ligueOne
398,Pablo,br BRA,DF,Bordeaux,28,1991,24,24,2147.0,4.0,0.0,0.0,0.0,2.0,0.0,0.17,0.0,0.17,0.17,0.17,1.6,1.6,0.2,0.07,0.01,0.07,0.07,0.07,Matches,ligueOne
399,Vincent Pajot,fr FRA,MF,Metz,28,1990,6,6,432.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.62,0.62,0.0,0.62,0.2,0.2,0.2,0.04,0.05,0.08,0.04,0.08,Matches,ligueOne
400,Vincent Pajot,fr FRA,MF,Angers,28,1990,6,1,109.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.83,0.83,0.0,0.83,0.1,0.1,0.0,0.11,0.03,0.15,0.11,0.15,Matches,ligueOne
401,Sergi Palencia,es ESP,DF,Saint-Ãtienne,23,1996,6,6,471.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.02,0.02,0.04,0.02,0.04,Matches,ligueOne
402,Nicolas Pallois,fr FRA,DF,Nantes,31,1987,19,19,1710.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.05,0.0,0.05,0.05,0.05,Matches,ligueOne
403,Jonathan Panzo,eng ENG,DF,Monaco,18,2000,2,1,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.05,0.0,0.05,0.05,0.05,Matches,ligueOne
404,GaÃ«tan Paquiez,fr FRA,"DF,MF",NÃ®mes,25,1994,20,16,1442.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.01,0.02,0.03,0.01,0.03,Matches,ligueOne
405,RubÃ©n Pardo,es ESP,MF,Bordeaux,26,1992,4,0,93.0,1.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.97,0.97,0.97,0.0,0.0,0.2,0.05,0.15,0.2,0.05,0.20,Matches,ligueOne
406,Leandro Paredes,ar ARG,MF,Paris S-G,25,1994,17,8,807.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.06,0.02,0.08,0.06,0.08,Matches,ligueOne
407,Mateo PavloviÄ,ba BIH,DF,Angers,29,1990,11,8,809.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.06,0.0,0.06,0.06,0.06,Matches,ligueOne
408,Dimitri Payet,fr FRA,FW,Marseille,32,1987,21,21,1856.0,8.0,4.0,3.0,3.0,5.0,1.0,0.39,0.19,0.58,0.24,0.44,5.4,3.1,7.1,0.26,0.34,0.61,0.15,0.49,Matches,ligueOne
409,Yohann PelÃ©,fr FRA,GK,Marseille,36,1982,2,1,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,ligueOne
410,ThÃ©o Pellenard,fr FRA,DF,Angers,25,1994,8,4,452.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.04,0.04,0.0,0.04,Matches,ligueOne
411,Andy Pelmard,fr FRA,DF,Nice,19,2000,10,8,766.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,ligueOne
412,Mathias Pereira Lage,pt POR,MF,Angers,22,1996,25,17,1542.0,1.0,3.0,0.0,0.0,2.0,0.0,0.06,0.18,0.23,0.06,0.23,2.2,2.2,2.5,0.13,0.15,0.27,0.13,0.27,Matches,ligueOne
413,Romain Perraud,fr FRA,DF,Brest,21,1997,19,18,1579.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.06,0.06,0.0,0.06,0.6,0.6,1.5,0.03,0.09,0.12,0.03,0.12,Matches,ligueOne
414,LoÃ¯c Perrin,fr FRA,DF,Saint-Ãtienne,33,1985,21,20,1713.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.03,0.01,0.04,0.03,0.04,Matches,ligueOne
415,Lucas Perrin,fr FRA,DF,Marseille,20,1998,4,4,360.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.07,0.0,0.07,0.07,0.07,Matches,ligueOne
416,Danijel PetkoviÄ,me MNE,GK,Angers,26,1993,2,2,180.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,ligueOne
417,Denis PetriÄ,rs SRB,GK,Nantes,31,1988,1,1,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,ligueOne
418,Rayan Philippe,fr FRA,"DF,FW",Dijon,18,2000,1,0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.13,Matches,ligueOne
419,Romain Philippoteaux,fr FRA,"FW,MF",NÃ®mes,31,1988,26,23,1975.0,5.0,2.0,0.0,0.0,3.0,0.0,0.23,0.09,0.32,0.23,0.32,2.6,2.6,1.4,0.12,0.06,0.18,0.12,0.18,Matches,ligueOne
420,JÃ©rÃ©my Pied,fr FRA,DF,Lille,30,1989,5,5,450.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.01,0.05,0.06,0.01,0.06,Matches,ligueOne
421,Maxime PoundjÃ©,fr FRA,DF,Bordeaux,26,1992,2,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,ligueOne
422,GaÃ«tan Poussin,fr FRA,GK,Bordeaux,20,1999,1,0,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,0.0,0.0,0.0,,,,,,Matches,ligueOne
423,Percy Prado,pe PER,DF,Nantes,23,1996,3,2,184.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,ligueOne
424,Sanjin PrciÄ,ba BIH,MF,Strasbourg,25,1993,3,1,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,ligueOne
425,Nicolas de PrÃ©ville,fr FRA,"MF,FW",Bordeaux,28,1991,23,22,1912.0,5.0,4.0,1.0,1.0,4.0,0.0,0.24,0.19,0.42,0.19,0.38,4.1,3.3,4.6,0.19,0.22,0.41,0.16,0.37,Matches,ligueOne
426,Nemanja RadonjiÄ,rs SRB,"FW,MF",Marseille,23,1996,21,8,875.0,5.0,1.0,0.0,0.0,3.0,0.0,0.51,0.1,0.62,0.51,0.62,2.9,2.9,0.9,0.3,0.1,0.39,0.3,0.39,Matches,ligueOne
427,Rafael,br BRA,DF,Lyon,29,1990,12,9,695.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.01,0.08,0.09,0.01,0.09,Matches,ligueOne
428,Predrag RajkoviÄ,rs SRB,GK,Reims,23,1995,26,26,2340.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,ligueOne
429,Jeff Reine-AdÃ©laÃ¯de,fr FRA,"MF,FW",Lyon,21,1998,14,11,788.0,2.0,1.0,0.0,0.0,3.0,0.0,0.23,0.11,0.34,0.23,0.34,1.0,1.0,1.6,0.12,0.18,0.3,0.12,0.30,Matches,ligueOne
430,Jeff Reine-AdÃ©laÃ¯de,fr FRA,MF,Angers,21,1998,1,1,80.0,1.0,1.0,0.0,0.0,0.0,0.0,1.13,1.13,2.25,1.13,2.25,0.5,0.5,0.4,0.55,0.49,1.04,0.55,1.04,Matches,ligueOne
431,LoÃ¯c RÃ©my,fr FRA,FW,Lille,32,1987,18,9,798.0,6.0,0.0,0.0,0.0,1.0,0.0,0.68,0.0,0.68,0.68,0.68,3.7,3.7,0.4,0.42,0.05,0.47,0.42,0.47,Matches,ligueOne
432,Baptiste Reynet,fr FRA,GK,Toulouse,28,1990,22,21,1944.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,ligueOne
433,Sergio Rico,es ESP,GK,Paris S-G,25,1993,2,2,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,ligueOne
434,Renaud Ripart,fr FRA,FW,NÃ®mes,26,1993,23,22,1941.0,4.0,2.0,2.0,2.0,0.0,0.0,0.19,0.09,0.28,0.09,0.19,6.1,4.6,1.6,0.28,0.07,0.36,0.21,0.29,Matches,ligueOne
435,Mihailo RistiÄ,rs SRB,"DF,MF",Montpellier,23,1995,17,7,714.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.25,0.25,0.0,0.25,0.3,0.3,0.5,0.04,0.06,0.1,0.04,0.10,Matches,ligueOne
436,Maxence Rivera,fr FRA,MF,Saint-Ãtienne,17,2002,1,0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14,Matches,ligueOne
437,AgustÃ­n Rogel,uy URU,DF,Toulouse,21,1997,9,8,768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.04,0.01,0.04,0.04,0.04,Matches,ligueOne
438,Alaixys Romao,tg TOG,MF,Reims,35,1984,21,20,1693.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,1.0,0.04,0.05,0.09,0.04,0.09,Matches,ligueOne
439,Valentin Rongier,fr FRA,MF,Marseille,24,1994,22,19,1703.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.11,0.11,0.0,0.11,2.7,1.9,1.2,0.14,0.07,0.21,0.1,0.17,Matches,ligueOne
440,Valentin Rongier,fr FRA,MF,Nantes,24,1994,3,3,270.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.33,0.2,0.2,0.5,0.07,0.16,0.23,0.07,0.23,Matches,ligueOne
441,Nolan Roux,fr FRA,FW,NÃ®mes,31,1988,6,6,498.0,2.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.36,0.36,0.36,1.7,1.7,0.6,0.3,0.1,0.4,0.3,0.40,Matches,ligueOne
442,StÃ©phane Ruffier,fr FRA,GK,Saint-Ãtienne,32,1986,22,22,1980.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,ligueOne
443,GerÃ³nimo Rulli,ar ARG,GK,Montpellier,27,1992,24,24,2160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.01,0.01,0.0,0.01,Matches,ligueOne
444,Roli Pereira de Sa,fr FRA,MF,Nantes,22,1996,1,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.32,1.65,1.97,0.32,1.97,Matches,ligueOne
445,Youssouf Sabaly,sn SEN,DF,Bordeaux,26,1993,10,8,734.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12,0.2,0.2,1.2,0.02,0.15,0.17,0.02,0.17,Matches,ligueOne
446,Ihsan Sacko,fr FRA,FW,Nice,22,1997,3,2,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.17,0.17,0.0,0.17,Matches,ligueOne
447,Wesley SaÃ¯d,fr FRA,"MF,FW",Toulouse,24,1995,22,13,1076.0,2.0,1.0,0.0,0.0,2.0,0.0,0.17,0.08,0.25,0.17,0.25,2.4,2.4,0.8,0.2,0.07,0.27,0.2,0.27,Matches,ligueOne
448,ThÃ©o Sainte-Luce,fr FRA,"DF,FW",NÃ®mes,20,1998,3,0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,ligueOne
449,Hiroki Sakai,jp JPN,DF,Marseille,29,1990,20,19,1608.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,0.0,0.06,0.06,0.0,0.06,Matches,ligueOne
450,William Saliba,fr FRA,DF,Saint-Ãtienne,18,2001,10,9,811.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.01,0.0,0.01,0.01,0.01,Matches,ligueOne
451,Romain Salin,fr FRA,GK,Rennes,35,1984,5,4,360.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,ligueOne
452,Mama Samba BaldÃ©,gw GNB,"FW,MF",Dijon,23,1995,23,19,1595.0,6.0,2.0,0.0,0.0,1.0,0.0,0.34,0.11,0.45,0.34,0.45,5.0,5.0,2.7,0.28,0.15,0.44,0.28,0.44,Matches,ligueOne
453,Junior Sambia,fr FRA,"DF,MF",Montpellier,22,1996,16,5,535.0,1.0,1.0,0.0,0.0,2.0,1.0,0.17,0.17,0.34,0.17,0.34,0.5,0.5,0.2,0.09,0.03,0.11,0.09,0.11,Matches,ligueOne
454,FrÃ©dÃ©ric Sammaritano,fr FRA,"MF,FW",Dijon,33,1986,9,5,443.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.41,0.2,0.41,0.5,0.5,1.4,0.1,0.28,0.37,0.1,0.37,Matches,ligueOne
455,Renato Sanches,pt POR,"MF,FW",Lille,21,1997,17,14,1302.0,3.0,0.0,0.0,0.0,3.0,0.0,0.21,0.0,0.21,0.21,0.21,1.7,1.7,1.9,0.12,0.13,0.25,0.12,0.25,Matches,ligueOne
456,Ibrahim SangarÃ©,ci CIV,MF,Toulouse,21,1997,25,25,2177.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.04,0.04,0.0,0.04,1.2,1.2,1.7,0.05,0.07,0.12,0.05,0.12,Matches,ligueOne
457,Yaya Sanogo,fr FRA,FW,Toulouse,26,1993,14,9,883.0,3.0,1.0,1.0,1.0,1.0,0.0,0.31,0.1,0.41,0.2,0.31,3.6,2.9,0.3,0.37,0.03,0.41,0.29,0.33,Matches,ligueOne
458,Morgan Sanson,fr FRA,MF,Marseille,24,1994,26,25,2096.0,4.0,3.0,0.0,0.0,5.0,0.0,0.17,0.13,0.3,0.17,0.3,3.1,3.1,3.2,0.13,0.14,0.27,0.13,0.27,Matches,ligueOne
459,Baptiste Santamaria,fr FRA,MF,Angers,24,1995,27,27,2416.0,1.0,1.0,0.0,0.0,1.0,0.0,0.04,0.04,0.07,0.04,0.07,1.3,1.3,0.9,0.05,0.03,0.08,0.05,0.08,Matches,ligueOne
460,Pablo Sarabia,es ESP,"FW,MF",Paris S-G,27,1992,21,13,1164.0,4.0,3.0,0.0,0.0,1.0,0.0,0.31,0.23,0.54,0.31,0.54,4.4,4.4,3.0,0.34,0.24,0.57,0.34,0.57,Matches,ligueOne
461,Bouna Sarr,gn GUI,"DF,FW",Marseille,27,1992,26,24,2092.0,1.0,3.0,0.0,0.0,3.0,0.0,0.04,0.13,0.17,0.04,0.17,2.0,2.0,2.1,0.09,0.09,0.18,0.09,0.18,Matches,ligueOne
462,Malang Sarr,fr FRA,DF,Nice,20,1999,17,14,1275.0,1.0,0.0,0.0,0.0,1.0,0.0,0.07,0.0,0.07,0.07,0.07,0.2,0.2,0.0,0.01,0.0,0.02,0.01,0.02,Matches,ligueOne
463,Sidy Sarr,sn SEN,MF,NÃ®mes,23,1996,21,11,1067.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.17,0.17,0.0,0.17,1.3,1.3,1.7,0.11,0.14,0.25,0.11,0.25,Matches,ligueOne
464,TÃ©ji Savanier,fr FRA,MF,Montpellier,27,1991,18,17,1448.0,6.0,2.0,2.0,2.0,4.0,0.0,0.37,0.12,0.5,0.25,0.37,2.7,1.2,2.0,0.17,0.13,0.29,0.07,0.20,Matches,ligueOne
465,Matz Sels,be BEL,GK,Strasbourg,27,1992,27,27,2430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.01,0.01,0.0,0.01,Matches,ligueOne
